Twitter URLs,Twitter IDs,Full Text
https://twitter.com/2010tim2bgin/status/902395999536238592,902395999536238592,"#HarveyRescue family stranded In Houston. 3 adults &amp; 1yr old baby. Angel Coleman11806 Chetman Dr.          Houston,Tx. 77065"
https://twitter.com/2aguacates/status/901928512583544838,901928512583544838,"Young man plus friends stuck in rapidly rising water. No longer answering phone.#NeedWaterRescue4045 Linkwood Dr #521Houston, TX  77025 https://t.co/PmL65ws1od"
https://twitter.com/2NDL1NE/status/901991537005010945,901991537005010945,@abc13houston HELP HELP HELP SOSOSOSO my brother need help. Please rescue them he is at 9331 spode st off of mesa and tidwell on the northsi
https://twitter.com/3ChicsPolitico/status/901915562527391745,901915562527391745,"@RVAwonk Elderly man, 77, need rescuing.  Water in home up to his waist, coming in fast. Heart condition. No food8111 Woodlyn RdHouston, TX 77028"
https://twitter.com/3fatcats/status/902940488709353473,902940488709353473,"@alt_noods v @rachtummi --&gt; 4 adults, 3 dogs- Jewel Galitin. 3979 Louis Drive Port Arthur- Elderly person has COPD can barely breathe."
https://twitter.com/456_monserrath/status/901974959622426629,901974959622426629,-
https://twitter.com/4resisting/status/901895361178030081,901895361178030081,"@brendaoyervides use this # to get support He's sick &amp; just had surgery, his cut can get contaminated. 3732 Evergreen Dr. Dickinson Tx 77539#harveyrescue"
https://twitter.com/713star/status/902713642843611136,902713642843611136,"7515 Boxwood ridge Ln, Richmond Tx 77407.......#HarveyFlood #HarveySOS #HelpforHouston #HarveyRescue need a boat there ASAP!!! https://t.co/wmwvc6K4Ti"
https://twitter.com/773shytwnCraZy/status/902376387989864448,902376387989864448,@USCG @houstonpolice #HarveyRescue #HarveySOS @Weather225DFW @TxStormChasers #CajunNavy https://t.co/EWuWvDszaq
https://twitter.com/aaashdoll/status/902931952411475968,902931952411475968,-
https://twitter.com/abdoolxalmighty/status/902380154319712256,902380154319712256,update everybody is okay the coast guard came to help thank you for your concern https://t.co/hPIr3zIl3Q
https://twitter.com/adam_lund/status/902331724851503110,902331724851503110,-
https://twitter.com/AdrianGarciaHTX/status/901891022086705152,901891022086705152,"@hfdrescue @SheriffEd_HCSO I am told a female is at 5743 S. Braeswood Blvd, needs rescue assistance. She's by herself and may be in attic!"
https://twitter.com/ahnitagonzalez/status/902795560184410112,902795560184410112,-
https://twitter.com/AlesiaKaye/status/902926693475680256,902926693475680256,"Rescue Request List #13 - NO DUPLICATES  ALL NEW REQUESTS FOR RESCUE ""Port Arthur"" 12 prev lists avail #PortArthur #HarveySOS  #HarveyRescue https://t.co/av8u1HUTxU"
https://twitter.com/AliceEvansGruff/status/902915585662607360,902915585662607360,3930 Lewis Dr - Google MapsAnother person stranded in the Lakeview/Griffing Park Area of #PortArthur. Here is map https://t.co/eifFT29zRk
https://twitter.com/AliSalmanHou/status/901975330654695424,901975330654695424,@harveyrescue help needed @ 11810 Algonquin.  South east Houston #houston #houstonflooding #harvey #harveyrescue #harveysos https://t.co/YVX3U51Zb3
https://twitter.com/alishacl_j/status/901973638991183872,901973638991183872,@abc13houston help is needed at 4931 Braesvalley in Meyerland. They have kids! #Harvey https://t.co/iRZYEvIKyC
https://twitter.com/alondruh/status/902361842789601280,902361842789601280,-
https://twitter.com/alondruh/status/902452613559590912,902452613559590912,-
https://twitter.com/alt_noods/status/902220283842461696,902220283842461696,TEAM: ADD ADDRESS https://t.co/wrPQ7LARy5
https://twitter.com/alt_noods/status/902853412554817536,902853412554817536,RT: 8/30AM SOS TWEET DROP SITE. Copy/paste sos tweets here +data team will pull the addresses. ONLYcopy/paste NO XTRA INFO; 2confusing
https://twitter.com/Alt_Wolf/status/901967260151144449,901967260151144449,Help the heroes who let my parents get on boat first &amp; are still trapped w/a toddler at 5231 &amp; 5235 Loch Lomond! #meyerland @SheriffEd_HCSO
https://twitter.com/alyraeh/status/902333454913765376,902333454913765376,Urgently need #WaterRescue at 10415 Merry Meadow Ln. Elderly #WaterRescueNeeded #HarveyFlood #houstonflood #hurricaneharvey
https://twitter.com/AlyxandriaErryn/status/901817134967349248,901817134967349248,"My family is still waiting for a water rescue in the attic, they can't get to roof! 6606 Reamer StHouston, TX 77074Please RT"
https://twitter.com/alyxandriaerryn/status/901896669394030594,901896669394030594,"My mom &amp; brother are on the roof, still waiting to be rescued. Her phone is about to die! Please help. 6606 Reamer St, Houston, Tx 77074"
https://twitter.com/ambitiousbenee/status/902761341676658688,902761341676658688,-
https://twitter.com/amourcamm/status/902911924656107521,902911924656107521,"They need help. 3 adults, one 82 years old. 320 W 17th St. Port Arthur, TX 77640 Bobby  214-232-5445"
https://twitter.com/amycgraham13/status/903095661595262976,903095661595262976,"@sarahdessen @jennyhan 2/ Brookside Intermediate School 3535 E FM 528 Friendswood, TX 77546  Please pass on if anyone else can help!"
https://twitter.com/anaazav/status/902359135790002176,902359135790002176,-
https://twitter.com/AngieBarfield/status/902941440900083712,902941440900083712,@GMA Can you ask Port Arthur authorities to help this family please... One of them is a Diabetic and will need help. Thank you!! https://t.co/BAVDCwhM2l
https://twitter.com/AriaaJaeger/status/901915838554529792,901915838554529792,"@Dickinsonpd HELP 86 yr old Bob Wedergren is in desperate #NeedWaterRescue Water rising fast, hypothermia danger. 1511 Pine Grove, Dickinson"
https://twitter.com/ARM1976/status/902684311941292033,902684311941292033,@HarveyRescue #HarveySOS #Houston #rescuehouston https://t.co/aVQPWGzhwx
https://twitter.com/Armandough11/status/901876687180312577,901876687180312577,Anybody in the Bellaire area with a boat or raft my sister her friend and 3 kids are stuck in their home 4418 oleander st. Houston TX https://t.co/JnsFJCJoV2
https://twitter.com/ashcaaaat/status/902917747021156352,902917747021156352,#SOSHARVEY SHE IS RESPONSIVE BUT HER PHONE IS DYING AND THE WATER IS RISING QUICKLY. SOMEBODY PLEASE HELP HER AND HER GRANDMOTHER https://t.co/HOzx1P1Buf
https://twitter.com/AstonMartinVanq/status/902409597243187200,902409597243187200,@KXAN_Weather #Harveysos
https://twitter.com/aYO_JUNK/status/901922763975389187,901922763975389187,"PLEASE PLEASE IN NEED OF RESCUE, BEEN STRANDED FOR HOURS ... 8401 HOMEWOOD HOU, TX  @abc13houston @Fox26Houston @HoustonTX"
https://twitter.com/B_Real85/status/901963800894738437,901963800894738437,"We have a family that needs rescuing (mother and two kids) @CajunNavyRelief 901 FM 517 West #104 Dickinson, Texas #CajunNavy"
https://twitter.com/BabyLokz408/status/902593583395598336,902593583395598336,-
https://twitter.com/BarbieDMV/status/902354877153730560,902354877153730560,#HarveyRescue #HarveySOS #CajunNavy @PAYOLETTER https://t.co/pTaxLwhgMD
https://twitter.com/Bayleiiii/status/901958370642493440,901958370642493440,7710 Main st. Has medical patients with heart conditions under water. Please help. @abc13houston
https://twitter.com/baylishka227/status/902362127528284160,902362127528284160,"@abc13houston my friend Merdan needs help, he has a child 21107 Northern Colony Ct. Katy, Texas, 77449"
https://twitter.com/BayouStreetMed/status/902666471003885568,902666471003885568,🚨🚨70 yr old out of food: SUV cannot reach437 Bendwood Drive 77024Mary (713) 416-3360#SOSHarvey
https://twitter.com/beaulieuonnp/status/901930594657075202,901930594657075202,"@uscoastguard #needwaterrescue #houstonhelpneeded 8919 Pritchett Dr Houston,TX 77096 2 elders with 2 dogs need help ASAP!!!! @redcross"
https://twitter.com/becsco/status/902340381257457669,902340381257457669,"Water rescue needed for Jennifer and her son -939 Holly Hall DrRichmond, TX  77406  #NeedWaterRescue"
https://twitter.com/BelievnTheDream/status/901943496159895552,901943496159895552,@uscoastguard @youaremysister0 HOUSTON FOLKS I NEED HELP RESCUING A FAMILY TRAPPED IN RISING WATER. 8718 NAIRN 77074. PLEASE SHARE AND REPLY IF U CAN HELP. #Harvey2017
https://twitter.com/belynx_/status/902915332469383170,902915332469383170,"4044 6TH STREET PORT ARTHUR TX  SEVERAL ADULTS, A BABY AND AN ELDERLY WOMAN TRAPPPED. PLEASE SEND HELP. THE ENTIRE CITY IS GOING UNDER WATER"
https://twitter.com/Better_Planning/status/901969903611203584,901969903611203584,"@Herringbonez 5934 reamer still waiting, only info I have is it's 2 80 year old individuals"
https://twitter.com/BGHeaven/status/902662398573768704,902662398573768704,Rescue help needed!  My son &amp; toddler grand children need help to get out please 3411 FM 1942 Rd. Crosby Tx. 77532
https://twitter.com/biancalynn_mc/status/902713147458560001,902713147458560001,"There are 6 horses trapped on Hadden Rd, Baytown, Tx. Owner has given up all hope. Has had no help!"
https://twitter.com/Blazzin__nook/status/902597260739010560,902597260739010560,Who on the east side have a boat? https://t.co/UET99Ulhlx
https://twitter.com/Bmorse163Morse/status/902944402393485312,902944402393485312,"@susie_texas @whatley_brady ‼️‼️‼️ HELP IS NEEDED FOR @hopeponsegrauXO 'S GRANDPA, HE LIVES ON 4220 Sunset Dr Port Arthur, Tx‼️‼️‼️"
https://twitter.com/BobbyJo81/status/902288821575876611,902288821575876611,@CajunNavy2016 @CajunNavy please help- 8010 way st Houston TX 77028- disabled woman in water.. they told her to get on her roof but she cant
https://twitter.com/BrainsBeauty713/status/902298319975743488,902298319975743488,HELP! Please send a rescue for family w/child to Southlake neighborhood in Pearland! 3616 spring heights court #CajunNavy #Harvey
https://twitter.com/BrandonCanright/status/901828799700066304,901828799700066304,"My brother &amp; his 2 babies need help. Water is about to come into house. 151 Greenridge Cir League City, TX. Please help. #HoustonFlood1"
https://twitter.com/breaanaaaaa/status/902645053381857280,902645053381857280,My aunt and uncle are stuck. And these emergency numbers aren't working. There address is 450 Normandy Apt 202 Houston Tx 77015. RT
https://twitter.com/briannalei_/status/901944407884263424,901944407884263424,8427 Kellet street Houston Texas 77028 there's a 72 year old woman and disabled man needs mess and food !!!!
https://twitter.com/BrianPlaysGame/status/902210505540030465,902210505540030465,"@Jr3597 Yes!  NEED IMMEDIATE HELP PLZ! Wheelchair bound girl w/ CP needs rescue!Plz Call - 28145158366615 PINE TREE GLNHOUSTON, TX"
https://twitter.com/Briatakeover/status/902798825152241664,902798825152241664,-
https://twitter.com/bridget_swan/status/901973352751005696,901973352751005696,"@HoustonTX @houstonpolice @cohoustonfire NEED RESCUE AT 4534 MIMOSA, BELLAIRE TEXAS ASAP.  1 ADULT AND 1 SMALL CHILD!  PLEASE SEND HELP!!"
https://twitter.com/bridget_swan/status/901973874593718272,901973874593718272,@bellairepd @abc13houston @KHOU NEED RESCUE AT 4534 MIMOSA BELLAIRE TX.  1 ADULT AND 1 SMALL CHILD NEED HELP GETTING OUT.  PLEASE SEND BOAT
https://twitter.com/brooklyndippo/status/903082117004836864,903082117004836864,"🚨 @HarveyRescue #HarveySOS Orange, TX - elderly man with no water or electricity, can't get out on his own. Tweet me for address. 🚨"
https://twitter.com/BruinsBabyGirl/status/903295552804331521,903295552804331521,"Elderly man, four horses, four steers.He will NOT leave without his horses.Bubba Smith 40998895028993 Morgan Lane Orange, TX"
https://twitter.com/BrunerBros/status/902182661724233729,902182661724233729,There is a family @12423 meadow frost lane Houston 77044In dire need of rescue. Thank you! #HoustonStrong #HurricaneHarvey
https://twitter.com/Bukowsky/status/901967918648487936,901967918648487936,"Anyone in NE #Houston able to rescue my Aunt? Just had surgery &amp; home filling up w/ water.8807 Sultan, 77078#HoustonFlood #Harvey @USCG"
https://twitter.com/callmemicahh/status/902320098559614976,902320098559614976,If you have a boat please save my friends God mother! She &amp; 2 others are trapped inside. The address is 12722 blue timbers Ct HoustonTx77044 https://t.co/a4LezYoj9z
https://twitter.com/CalWillTell/status/901916492396187648,901916492396187648,Need rescue for families who live along Huntington Bayou. 5111 &amp; 5113 Lavender in particular. Elderly and disabled in 2+ feet of water. HELP
https://twitter.com/cameron_hale/status/901954153190232065,901954153190232065,"40 people stuck at 2601 S. Braeswood, Houston, Tx 77025 Unit 403. Strong rapidly rising water. 1 needs Med asst. #cajunnavy #needwaterescue"
https://twitter.com/CantDoItLikeJae/status/902938490018684928,902938490018684928,"If it's not one thing . It's another! My great grandma , Ophelia Kinlaw is in need of rescue! 3401 10 st Port Arthur , TX . Please share. https://t.co/xrtyfGxPVI"
https://twitter.com/CapelaClint/status/902542577592922112,902542577592922112,https://t.co/KDxBwxnj8N
https://twitter.com/caraet/status/903047123159089153,903047123159089153,"Friend of a friend needs help in port Arthur, TX. #Harvey https://t.co/IedPaDCEw7"
https://twitter.com/caseyycalixtoo/status/901968558242111492,901968558242111492,-
https://twitter.com/CasieHuddles/status/903088711025528832,903088711025528832,Need help at 223 Drummond St. And 3319 11th St. Port Arthur. Ederly relatives that we can not contact.  https://t.co/t3LbE2nW9v
https://twitter.com/charmetra/status/901973977773383680,901973977773383680,"Found on Facebook, these people need help. help rescue #Harvey #FloodingHouston #Help https://t.co/ieQf5lK1yS"
https://twitter.com/chaseofnazareth/status/901925248643334144,901925248643334144,Is there anyone that owns a boat that can come help my family? My grandma is really worried. @abc13houston #houstonflooding
https://twitter.com/chester_rose/status/901903794270810114,901903794270810114,83yo grandmom stuck 5100 block Braesvally Meyerland . cannot swim @houstonpolice @uscoastguard @fema #houstonflood
https://twitter.com/ChrisJJ12/status/901888160984178688,901888160984178688,-
https://twitter.com/ChrisJJ12/status/901900173630111744,901900173630111744,-
https://twitter.com/ChronFalkenberg/status/901888930072670208,901888930072670208,"Friends! Emergency rescue request!! Elderly couple has been trapped in attic 10 hours at 9706 Oasis, near Brays... https://t.co/YAnYbtm8En"
https://twitter.com/ComplicateDove/status/901846738650193922,901846738650193922,"#Houston flood ""Do any one have a boat my  niece apartment complex is flooded she is deaf her adress is 9707 s gessner 77071 apt 1304"""
https://twitter.com/dancerdancerdog/status/901976324415336448,901976324415336448,"@edlavaCNN Help! Need rescue, Peltier Family, Grant &amp; Caroline, Luke and Nichole. 15614 Stallion Peak Cr, Houston, 77429"
https://twitter.com/danielhammer1/status/901929422047125504,901929422047125504,-
https://twitter.com/DASALASA/status/901932153721802752,901932153721802752,"@JoseAltuve27 please help get message out -  4 Elderly 1 w/heart condition stuck in house with +3' water - 6509 Imogene, Bellaire, Houston"
https://twitter.com/DASALASA/status/901940806831013890,901940806831013890,"HELP - 4 Elderly, 1 w/heart condition stuck in house since midnight, +3' water,  6509 Imogene, Bellaire, Houston #HarveyRescue #HarveySOS-"
https://twitter.com/davisdetail/status/901989752441896961,901989752441896961,"@kprc Rescue needed for Gervasia Onezine at 8802 Banting Street near Tidwell Rd.  She is under the carport, cannot get to roof, 346-288-0774"
https://twitter.com/debihig/status/902938643618287616,902938643618287616,Water Rescue 4318 Kylewood Court Port Arthur Texas 77647ASAP 3 Adults on the second (2nd) floor. Hurry water is rising quickly.
https://twitter.com/DeborahN/status/901862444166823936,901862444166823936,-
https://twitter.com/deckape_1/status/902352959715061760,902352959715061760,"5915 Uvalde Road, Houston There are many people trapped in their apartments across from San Jacento College  the Forest Creek Apartments RT!"
https://twitter.com/deisy_5sos/status/901936944640352256,901936944640352256,"send help to mesa rd in houston in dollar general, my family is stranded nd my nephew has a disabilty. please rt #HoustonFloods"
https://twitter.com/dianapeiwu/status/901972696044527616,901972696044527616,#HarveyRescue need help for Armando &amp; family. water in parts of their mobile home. 1 in electric wheelchair. 832 Gulf Bank Rd 77037
https://twitter.com/dickheadjane/status/901987410233479168,901987410233479168,#Texas Family of 5 Stranded Kids screaming for help Getting ready to go on roof!anyone with a boat 22427 highland point lane spring tx 77373
https://twitter.com/DisasterDDC/status/901930162903805952,901930162903805952,"@uscoastguard Angela &amp; Justin live at 3519 Norris Dr., Houston, TX, 77025. They have been waiting for hours on their roof."
https://twitter.com/dmelendez95/status/902358558162944001,902358558162944001,"Guys, start sharing this. One of my friends needs help! Her mom needs medical attention!*Update: add 3 more feral cats on the list.* https://t.co/Pt3zDbZUIs"
https://twitter.com/donitaislove/status/901995068294356994,901995068294356994,"elderly ladies need help! low vision, walker 7439 Bretshire, 77016, cancer patient, stomach tube 5802 Bretshire, 77016.retweet #harvey"
https://twitter.com/DONNIEWELLS1/status/901917460609290242,901917460609290242,Friends in Houston need rescue please help.  5818 Kuldell drive Houston 77074
https://twitter.com/DOUBLE_A_XXi/status/902711215813795841,902711215813795841,"1927 Freeman Ave. 77642 Port Arthur, Tx elderly lady and her granddaughter stuck #HurricaneHarvey #portarthur"
https://twitter.com/dudzmc/status/901948142878384128,901948142878384128,Friend's family still waiting for help (listed w/ @houstonpolice). Here is their location if any civilians can help!! #HarveyRescue https://t.co/l3NrWwc0Zo
https://twitter.com/ebun_ak/status/902576757416624129,902576757416624129,Rescue needed now 13 stranded@4630 Magnolia Cove Drive Apt. #1231#Kingwood #HurricaneHarvey #KHOU11
https://twitter.com/EdanClay/status/901925360132083713,901925360132083713,"#NEEDRESCUE #HOUSTONFLOODPregnant woman, children &amp; disabled father-in-law2121 Melissa St Houston Texas 77039https://t.co/vAYCslj1rq https://t.co/DA1iuV3mBU"
https://twitter.com/EJInfinite94/status/902354222636773376,902354222636773376,-
https://twitter.com/elana_sharp/status/901977709735280641,901977709735280641,"11818 Greenmesa Dr Houston 77044, pls send rescue.  Mother has 2 small kids &amp; handicap son, current too strong and he is too heavy.need help"
https://twitter.com/enlightened1TX/status/901976205930455040,901976205930455040,Please help. We have a family in need who has elderly/children on a roof. They are on the NE side8427 kellet street Houston Texas 77028
https://twitter.com/enlightened1TX/status/901982491627618304,901982491627618304,We have another family is who is dire need of evacuation. Please send them help ASAP. 7119 Grants Hollow Ln Richmond TX 77407
https://twitter.com/enlightened1TX/status/901990404740001792,901990404740001792,We have another family in need of rescuing in the NW part of Houston.  It's near the willowbrook area.14606 Ravenhurst Lane Houston 77070.
https://twitter.com/ericabrahams/status/901920177348120576,901920177348120576,"@USCG Been trying numbers for hrs - busy signal. Elderly couple desperately #NeedWaterRescue:10202 Willowgrove, 77035. Near S Post Oak &amp; W Belfort"
https://twitter.com/ericahalloween/status/901885738752647173,901885738752647173,@USCG 5930 Reamer St Houston elderly couple trapped in waist high water and needs help
https://twitter.com/evgarciaa/status/901951032116305922,901951032116305922,"5410 N. Braeswood Blvd. apt: 877Houston, TX. 77096 PLS HELP THEM 3MO BABY @KHOU @abc13houston https://t.co/Of1JLyrjie"
https://twitter.com/faracrad/status/901953322634145799,901953322634145799,-
https://twitter.com/FoomishR/status/901884014201581573,901884014201581573,-
https://twitter.com/forreal415/status/901875471666647040,901875471666647040,#hurricaneharvehave family that need help 11710 sagedowne ln Houston tx stranded on roof two adults and 3yr old
https://twitter.com/FutbolPts/status/902361785377972229,902361785377972229,@TexasEDMFamily !! Help this is my friends friend!!! https://t.co/lU8DUgZIvl
https://twitter.com/gabbiegood_/status/901901976316907520,901901976316907520,@alt_noods 9305 forest dale 77078
https://twitter.com/georgemanth/status/902709149288542208,902709149288542208,"@TexasGameWarden Friend needs rescue in Sienna Point . His address is 8535 Thornberry Hollow Ct, Missouri City 77459. Can anyone help?"
https://twitter.com/GigHarborRE/status/902691919238578176,902691919238578176,"HELP! A woman locked her two dogs in the bathroom with no food or water. Please rescue 11918 Drifting Wind Dr., Houston #Harvey2017 #Harvey"
https://twitter.com/GingerRabbit88/status/903083254038843392,903083254038843392,@HarveyRescue @lisajet47 #HarveySOS please check in on Maurice Parker at 3802 cypress Grove lane in Houston when possible. Hasn't been in communication since sunday
https://twitter.com/greenehouseky/status/902940843350384641,902940843350384641,Elderly alert Ms. Blanche Cleaver #HarveySOS #Harveyhelpers  she's not answering the phone #HarveyHeroes #HarveyStorm https://t.co/RkaqjTcpCr
https://twitter.com/GuidryRedonda/status/901938982170316800,901938982170316800,-
https://twitter.com/HarveyRescue/status/901869342945619969,901869342945619969,-
https://twitter.com/HouseBoyCoobsy/status/901885335684173824,901885335684173824,-
https://twitter.com/houstongent/status/901940422712446976,901940422712446976,"Please help a family in need. 311 hasnt arrived &amp; not responding 9319 Oak Knoll Houston,Tx 77078713-750-9727A boat is needed"
https://twitter.com/HSKids/status/902698580787380224,902698580787380224,"HELP NEEDED: 12403 Maura LnHouston, TX 77044, 5 people stranded and need to be rescued. #HoustonStrong #Houston"
https://twitter.com/HTownFan713/status/902574047967498240,902574047967498240,-
https://twitter.com/HTownFan713/status/902582814692003843,902582814692003843,-
https://twitter.com/HTX_Apt_Broker/status/901904803005116416,901904803005116416,-
https://twitter.com/hychang5/status/901933377179267072,901933377179267072,"@FEMA @houstonpolice 70 year old woman stuck in flooding home can't get to roof.  16022 fawn vista, Houston 77068 please"
https://twitter.com/iamTrillQueen/status/901974740885266432,901974740885266432,"#CajunNavy my brother is still trapped at 9100 Fondren Rd, 77074 #282No access to roof his contact: 8327560215 please help"
https://twitter.com/IlaxBJoseph/status/902804293484298240,902804293484298240,"727 West 18th Street, Port Arthur Help @rylieblair #HelpForHouston @uscoastguard"
https://twitter.com/imdl0w/status/902344493839601664,902344493839601664,-
https://twitter.com/indivisibleHOU/status/901974909710196737,901974909710196737,"Elderly couple plus daughter in Woodshire off of Stella link between 610 and Braeswood. 9215 Fordshire, 77025. #Harvey"
https://twitter.com/iRatneshMishra/status/902721315706093568,902721315706093568,Pregnant lady. Urgent rescue required. #hurricaneharvey   #HelpforHouston #HarveyStorm #houstonflood   #Sewa4Houston #HelpHouston https://t.co/6G7jdsl8tD
https://twitter.com/irenesilva3435/status/902339607295127553,902339607295127553,in to woodforest area !!! We need a boat she's upstairs the water 12475 woodforest #1706 HELPLS #SHARE
https://twitter.com/IssaKingKelsss/status/901934109601222657,901934109601222657,"@ChaliceGarden They were rescued @that address, but I have another address 8601 Homewood Houston, Tx 77028"
https://twitter.com/IssaKingKelsss/status/901948986759766017,901948986759766017,"@HarveyRescue Address:8601 Homewood Houston, Tx 77028 4 adults, one person has asthmatic NEED HELP ASAP PLS @USNationalGuard @houstonpolice"
https://twitter.com/itsvrock/status/901969173533908994,901969173533908994,-
https://twitter.com/ItWritesItself/status/901964989665304576,901964989665304576,-
https://twitter.com/Jaded_H/status/901874011315068928,901874011315068928,"@weatherchannel There is a woman and a very small baby stuck in Dickinson. Needs a boat, recovering from a c-section. Tweet me for info PLZ"
https://twitter.com/JayGue1/status/901995868391440384,901995868391440384,"@brittmanzo It's my in laws family. 2 adults, 2 kids (2 year old and 5 yr old. 832 939 6465."
https://twitter.com/jc22780/status/901941662489993216,901941662489993216,"Plz send help we have a 3month old n it's getting cold 8-853-1054 (Juan) 8806 mesa rd hou,tx 77078 #needrescue @abc13houston @KPRC2 @KHOU"
https://twitter.com/JDizzlFoShizzl/status/901908852173676544,901908852173676544,"@JeffLindner1 @SpaceCityWX Have BFF at Bevlyn &amp; S Braeswood, 4dogs+2cats, need boat rescue. 8328602420/2814678175. Name is Veronica. Water near or entering home"
https://twitter.com/jebstyle/status/901752911474159616,901752911474159616,-
https://twitter.com/jenmisstx/status/901913859098890241,901913859098890241,-
https://twitter.com/jennyg11002/status/902336493171113984,902336493171113984,-
https://twitter.com/jfgomez_10/status/901932617108508672,901932617108508672,"@RAragonKPRC2 @KPRC2 Need rescue at Meyer Grove Apts, 4 adults, 3 children"
https://twitter.com/Joey_Heisman/status/901971138561093632,901971138561093632,@SheaSerrano Watching ABC 13 and apartment complex on 4055 S Braeswood Blvd really needs help. Many elderly and sick stranded.
https://twitter.com/julittle45/status/901954449022865408,901954449022865408,-
https://twitter.com/julittle45/status/901979548522344448,901979548522344448,@mattiebabb @HarveyRescue Thank you she safe tonight will be on roof in morning
https://twitter.com/justineking/status/901941893059284996,901941893059284996,"@Herringbonez @RogueEPAstaff @KonaBean5 @alt_noods @LibertyJennUSA @AlyxandriaErryn He can't be reached to know where in house. Name Prem Sehgal. Address: 2114 California Ave, Dickinson TX. Thank you."
https://twitter.com/k_ashberry/status/901900955075182592,901900955075182592,"@txtf1 - 2 elderly (one w/dementia) + their pets need rescue - 4919 27th St., Dickinson, TX"
https://twitter.com/k_ashberry/status/901915492390227972,901915492390227972,@mikebettes - 2 elderly (1 w/dementia) with handful of pets need rescue at 4919 27th St in Dickinson #harveySOS #harveyrescue
https://twitter.com/kaoticxpunk/status/901959598059474952,901959598059474952,"If anyone in the Aldine area has a boat please go to 425 Shane St Apt 4 77037, friend is stuck w 5 pets and needs evac #houston #htx #harvey"
https://twitter.com/kashhmorgan/status/902933807296372736,902933807296372736,"1311 Thomas BLVD Port Arthur Texas , diabetic , elderly &amp; heart problems. Water quickly rising please help ASAP"
https://twitter.com/Katacombz/status/902555442353762304,902555442353762304,"#HarveyRescue #CajunNavy #HarveyRelief @RedCross @fema 6330 windswept ln, houston 77057 1 adult male &amp; female missing https://t.co/yjbh3w18s7"
https://twitter.com/Kaykouture__/status/901979989591171072,901979989591171072,-
https://twitter.com/Killa_Jilla/status/901947717810884609,901947717810884609,-
https://twitter.com/kimgebron/status/901977273515073540,901977273515073540,"Been notified of 2 older people w/ small dog who are injured &amp; need rescue.  They have SOS sheet on roof. 6509 Imogee, 77077"
https://twitter.com/KonaBean5/status/901948583246794753,901948583246794753,I need a Recuse Boat to 9706 Oasis in Meyerland Elderly Couple in Attic for 8 hours #HarveySOS
https://twitter.com/KonaBean5/status/901948917138542592,901948917138542592,Need boat to help evacuate an elderly woman &amp; 3 others at 3307 Charleston Houston 77021? from FB #HarveySOS #HarveyRescue
https://twitter.com/KonaBean5/status/901949544723865601,901949544723865601,Family Dollar Mesa &amp; Linda Vista lg group stranded posted 1 hr ago on FB#HarveySOS #harveyrescue
